sequence	uuid	sample_barcode	sample_name	plate_name	plate_well_position	germplasm_name	number_of_plants	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle	Submergence	Submergence.1	Drought
790	874ce628-6e9b-459a-9a9e-7126fa3bee51	179845062149778693474168879847399222865	YGS-6	Plate-44409	F05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
791	a70c494b-9ac3-4525-87bd-ebc5430ba3e5	222044869464293382431154487891549987813	YGS-7	Plate-44409	G05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
792	49136349-1514-44f0-a01d-04722191f6de	97134311081341334785905944498816546526	YGS-8	Plate-44409	H05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
793	1c2d8b4a-7bdf-4aca-ad58-7a4aad9785d8	37454862396767245181992789642699048408	YGS-9	Plate-44409	A06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
794	65561952-89bf-4a0c-9c8c-688edd37f80a	134699078703690616665606253079900452874	YGS-10	Plate-44409	B06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
795	16228e7c-0847-4cf0-9b47-4ac1a0587e7e	29422443929476280799255523309729119870	YGS-11	Plate-44409	C06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
796	3f64356a-9bf8-4e4c-8c7d-695b6fb56a34	84261676834467762688579639051317242420	YGS-12	Plate-44409	D06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
797	1e5ad050-fd48-47b5-bb54-80179f656da3	40348371748653260146469216586094177699	YGS-13	Plate-44409	E06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
798	75be850d-0acb-4d2b-99c2-611211712e0d	156508910503740799202872915361264643597	YGS-14	Plate-44409	F06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
799	060ffa98-49f0-4cc1-a043-8a3e41534866	8058335095552043122924332045437192294	YGS-15	Plate-44409	G06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
800	23fe0841-a95a-40de-a0eb-1f5b4231893b	47841990716059370731625445739235215675	YGS-16	Plate-44409	H06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
801	b4fa062b-0f73-4219-a690-7c88521d54fc	240559238561968787819141514695827870972	YGS-17	Plate-44409	A07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
802	a9b22139-9b32-49e2-acfc-5b83e05ca7d3	225564434012023137384284620369430357971	YGS-18	Plate-44409	B07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
803	585f8e6f-eb62-4718-827b-e4ceb373ec1e	117468220799970950839269918395782655006	YGS-19	Plate-44409	C07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
804	1be94c86-3bbb-4cfd-a906-3aa880afea30	37100513152421046131009583987907619376	YGS-20	Plate-44409	D07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
805	03a28420-6fe4-4a51-b5b0-3a3c4e144bbd	4831515926435094310927594168702487485	YGS-21	Plate-44409	E07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
806	7c17b855-7d06-4bd8-90e1-fab31bd32de7	164947433041529992850363636204501675495	YGS-22	Plate-44409	F07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
807	f02cdce7-97e8-4b7f-b946-bbace821fbe8	319247660528986749881871265236871412712	YGS-23	Plate-44409	G07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
808	b68b7bec-780f-43f9-a163-b9cd51211a70	242643737967575288499983038807848065648	YGS-24	Plate-44409	H07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
809	3e5d9b1e-74c1-4fa7-8b25-aea4a1345266	82898165532975924506381884108039279206	YGS-25	Plate-44409	A08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
810	5aedd0c3-ba61-4676-a077-434992022da9	120865328224486242923503562761800134057	YGS-26	Plate-44409	B08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
811	7bcc0902-b888-40b1-866f-31483960df7d	164554454797938476321761682804764106621	YGS-27	Plate-44409	C08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
812	e2f3b3a9-bbe6-4d55-b597-289c15320309	301670899183045583928052537781159854857	YGS-28	Plate-44409	D08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
813	e888138c-8f41-4750-9b4c-856481618472	309087443896921713807586274786137965682	YGS-29	Plate-44409	E08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
814	526902d6-485d-4a9d-83e9-ecdf414830c1	109541944366550947004141920290200891585	YGS-30	Plate-44409	F08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
815	a2fce516-9a3a-4899-b01e-bb9e47eefa81	216648040588057111574603125875119422081	YGS-31	Plate-44409	G08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
816	49d06070-c26d-40e2-9386-8e4b265bd353	98115597483922426257407110702163546963	YGS-32	Plate-44409	H08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
817	00407fc5-19ba-4845-ab86-a34f9072c4c9	334898480876234783998100228657038537	YGS-33	Plate-44409	A09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
818	23b75ced-5b3b-4967-ad04-9759e670761a	47475054964576790004316150287383426586	YGS-34	Plate-44409	B09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
819	761b7518-9b29-4092-8b1a-92dd46e5614a	156991470509220088352018969854558429514	YGS-35	Plate-44409	C09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
820	b85b4ed7-49fb-446b-b72f-3aa519fffe10	245052049323451384531226171231275318800	YGS-36	Plate-44409	D09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
821	b2348b68-937b-4333-9a6e-2d4e1922dc07	236875410226665957149257786994699983879	YGS-37	Plate-44409	E09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
822	62074db6-ecc3-45ff-9cd3-5ae30949c1f5	130302265903271091523874712875860345333	YGS-38	Plate-44409	F09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
823	c5dd4d6f-1715-47cb-afce-2fb81cf95733	263006983322374025843399637156547352371	YGS-39	Plate-44409	G09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
824	cda44113-1e97-4196-a8ba-e7fc5e4a8af7	273344595692134198632352863469766871799	YGS-40	Plate-44409	H09	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
825	5ab42309-b359-429e-8446-ef0a486eed8c	120565843708074013727593472089979284876	YGS-41	Plate-44409	A10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
826	e3af90cf-210f-4ea0-a0e3-e9ac0042324d	302646344070863574796472658931157709389	YGS-42	Plate-44409	B10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
827	96d3bd0a-7fc5-4489-b113-ea8080103595	200483608212128023168203974649893107093	YGS-43	Plate-44409	C10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
828	d75a4e0e-198c-4f20-b14c-bb25a7da1d59	286252908956075155721183480701722959193	YGS-44	Plate-44409	D10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
829	929893c4-7d09-45f9-9799-cd4c65225198	194859513588723437842350200535054963096	YGS-45	Plate-44409	E10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
830	3208b17c-adfd-445a-a480-58280f359981	66506538028753158105098068236216670593	YGS-46	Plate-44409	F10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
831	92168321-4b60-4892-bb01-699e456beeae	194184177549000700323702633016781958830	YGS-47	Plate-44409	G10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
832	80d8b9e8-8e33-4f7c-93a0-487882089954	171266490252632035344221982557729233236	YGS-48	Plate-44409	H10	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
833	aaedd7b0-a9b6-4f1b-9019-2c1f10d587b8	227203708353653204895648287744677218232	YGS-49	Plate-44409	A11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
834	25656ebb-e263-4e6c-b92a-f75161a742db	49708103777540362965042811937980105435	YGS-50	Plate-44409	B11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
835	5a82a6c1-a923-4e9d-83dc-124c8651dc4b	120308900435627177897078932219779734603	YGS-51	Plate-44409	C11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
836	25cce8f0-1dec-45b7-8386-fd9eade8d51a	50245388946230743751407544990809249050	YGS-52	Plate-44409	D11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
837	ddd3723a-ca9f-43fe-8cce-1bd95e5eca84	294857278558254010942525060000174230148	YGS-53	Plate-44409	E11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
838	fe8a06cc-c2fc-4997-9b9e-95d84ef725c7	338340585813194301491560613948459263431	YGS-54	Plate-44409	F11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
839	bca3bac6-d45d-42a5-819a-fe9b2d50dbdc	250744995876591384956992909306110204892	YGS-55	Plate-44409	G11	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
840	51afbb17-615d-45e5-bb2b-4b95de65acd2	108579914271798207365623551208525769938	YGS-56	Plate-44409	A12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
841	823158bc-a033-4937-9c45-f079e630d381	173055861794626546606786088572606796673	YGS-57	Plate-44409	B12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
842	6184bdb3-ab13-42ae-914c-ba294cf3a819	129624346386664838304075836486090729497	YGS-58	Plate-44409	C12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
843	2870ae9e-5f8e-414d-b051-d307cef7cc11	53754198766446300041305711730270653457	YGS-59	Plate-44409	D12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
844	7c7de767-9fbf-4ec9-bf0c-d4781cdc1cdc	165478002031204997658021185986854919388	YGS-60	Plate-44409	E12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
845	3324ea22-76d3-4584-885a-6da2d9f484ac	67982299286317386083528166463283430572	YGS-61	Plate-44409	F12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
846	5d8fce45-69ba-410e-87dd-1112b4127656	124364885734610315714835901407919502934	YGS-62	Plate-44409	G12	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
847	2bec805f-b1b2-48f5-b283-750f4bf752ca	58384789607464688201095036860529857226	YGS-63	Plate-44410	A01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
848	62e4bba4-432e-45ad-ad86-39e3e57539ee	131451993095473666738408868918014065134	YGS-64	Plate-44410	B01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
849	ed600c2d-dc6a-4c8a-842e-03d302ecdb74	315525742521842172045084480554222279540	YGS-65	Plate-44410	C01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
850	85bd0bab-4368-4197-adef-e294fc2edbf3	177768904221039857320658262852608383987	YGS-66	Plate-44410	D01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
851	3c40ca58-ae56-44d1-934b-cfb07cc1eb72	80090090818814104551446772870568602482	YGS-67	Plate-44410	E01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
852	59b58566-8891-4389-8faa-2313c1419bd5	119243803040267753131989133929002146773	YGS-68	Plate-44410	F01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
853	3d2e0660-13cf-4bb3-8e9d-e606b5a6a3bb	81321882704864513918439397975529006011	YGS-69	Plate-44410	G01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
854	b17592bc-eda3-45f6-9127-2a96abff4f58	235883830186620702789990983092620185432	YGS-70	Plate-44410	H01	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
855	aa20f773-7b31-491e-a0b7-9020f941d5d2	226139931687445842851676729775013090770	YGS-71	Plate-44410	A02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
856	4c03b814-75ed-4fc2-97c8-867099b28e30	101040638154656171241123362905481449008	YGS-72	Plate-44410	B02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
857	ae35a4e4-78a6-4c9c-8f4a-b925d87e5b05	231564207416613004528280522421058820869	YGS-73	Plate-44410	C02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
858	6338f80b-f050-4e9e-8047-9c6aa57128df	131889371190249602726954202257909950687	YGS-74	Plate-44410	D02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
859	6ebbf60a-2364-4fa6-9f1a-a895ba1dc70b	147191029324884126305806510826704455435	YGS-75	Plate-44410	E02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
860	0e76c35d-dc67-4827-8e01-5c00ffc13953	19225845476599320043294531725658503507	YGS-76	Plate-44410	F02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
861	8c359c99-f6c5-4822-b947-9393c1f87d47	186370287397569413867316728185602211143	YGS-77	Plate-44410	G02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
862	b9cbf52f-0fc9-4aff-801a-7ba1a707b696	246966188401454162730806744844966803094	YGS-78	Plate-44410	H02	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
863	4c74371d-e5ca-4584-b32e-9133c882f64b	101624752016505158656957109866848253515	YGS-79	Plate-44410	A03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
864	05056bf1-153e-47b6-9a86-fb4261e6365d	6674290781606487432629332186277230173	YGS-80	Plate-44410	B03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
865	c76ac4c7-38b0-429b-894a-b3ffa19435c5	265070745764433852542061729230066300357	YGS-81	Plate-44410	C03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
866	ea169f16-83e4-48d9-9324-0d8b67c8302a	311156808231523151794132542075102048298	YGS-82	Plate-44410	D03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
867	9e688ff7-64d2-44be-bc78-a38f7e3db8c1	210560942192436493247967269857708062913	YGS-83	Plate-44410	E03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
868	54d2bcbc-b59d-41ca-ae8c-bf7f06e9ae07	112749362030332185145630649009708838407	YGS-84	Plate-44410	F03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
869	5bb93be8-950c-4170-9aa9-bc5405533ef0	121921537624484688907623078290894569200	YGS-85	Plate-44410	G03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
870	e65b82ab-429d-41f5-8af7-809fb693bcee	306197588326537708223604310291097304302	YGS-86	Plate-44410	H03	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
871	b56c56a7-337b-4e8f-8c7e-cf73d027af37	241152792832053392674566230474689589047	YGS-87	Plate-44410	A04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
872	0d680aa8-3a2e-432a-8b70-ebbe109e6f43	17820178970924925674935298850102865731	YGS-88	Plate-44410	B04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
873	e88823d4-ca38-4b91-839e-d27745d50c35	309087774138151828595226271773395061813	YGS-89	Plate-44410	C04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
874	da6befbd-d9e0-481d-b5eb-7b015ffc76b8	290332141382422261867750438807877220024	YGS-90	Plate-44410	D04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
875	bbf9a2da-3860-4a9c-bf8d-250a35a6a28d	249861820169097229768043153966225597069	YGS-91	Plate-44410	E04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
876	0a823423-9a72-4aee-81b4-1edfcbc20a5d	13968336055542627117575055436104731229	YGS-92	Plate-44410	F04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
877	3a7e8548-2000-4f93-b0fe-f903344bea7e	77752156434509391714474816476713577086	YGS-93	Plate-44410	G04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
878	68d038a2-c5cd-485a-81aa-518a9bea82ec	139320858019323345140859789506433942252	YGS-94	Plate-44410	H04	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
879	833ecc49-8527-4b13-abf8-e4b51ef5538f	174454933289477156099000868380458963855	YGS-95	Plate-44410	A05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
880	c2e9d9df-b0ed-4bf1-859e-d625099edec6	259084455355832763054800759958213156550	YGS-96	Plate-44410	B05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
881	0ab9df36-e7e2-4722-8590-0962d4c0f8d0	14257382204105082361892384755733821648	YGS-97	Plate-44410	C05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
882	349e8e45-0582-4053-b436-389731fb97d8	69943124255075949358922197727931242456	YGS-98	Plate-44410	D05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
883	6545ee67-37c5-4540-b225-83de30f1b5aa	134615131448761975299794599669291660714	YGS-99	Plate-44410	E05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
884	20bec854-d929-4678-923a-33d9f7b469b0	43525895472533452594267728258666883504	YGS-100	Plate-44410	F05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
885	11dfad74-8d02-4f77-b51c-83b463335d0c	23758276218765299305787550484699241740	YGS-101	Plate-44410	G05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
886	9c8b8b74-a327-4508-990e-595242503694	208084125101678507159946067994983020180	YGS-102	Plate-44410	H05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
887	a5644cc2-7919-4338-9702-47165d1632aa	219843405861236233862541404967890465450	YGS-103	Plate-44410	A06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
888	c1def555-c580-41ac-8bce-392bb5b1f4be	257698669074953803152142165901489337534	YGS-104	Plate-44410	B06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
889	43c7f5cb-a00f-4490-8a28-d29d2495b49c	90096528115643738483463891106588374172	YGS-105	Plate-44410	C06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
890	f9c94d0d-739c-4d7e-94e5-c5731d4f1aea	332022985430294881084994318516572068586	YGS-106	Plate-44410	D06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
891	d9f7bcce-21f0-4ae6-8abd-64d28d0c2b62	289728801833895312525546436207542283106	YGS-107	Plate-44410	E06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
892	85709c85-ba58-48b2-a45a-84df0e6ebac9	177372035338464436452991196467322337993	YGS-108	Plate-44410	F06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
893	d9a0d12a-b04a-4b26-a383-9a44b0cba8cd	289277484988441482768364930746664331469	YGS-109	Plate-44410	G06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
894	1c81352b-ae19-4b59-98f6-3d45e932e327	37889268605129589541958927420558074663	YGS-110	Plate-44410	H06	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
895	ae597aae-2da9-44e5-9118-31966336deee	231750273940788343791143894998807142126	YGS-111	Plate-44410	A07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
896	70e301f3-10be-46de-9bd4-a50a1875cdf8	150052226454832868989735339711758978552	YGS-112	Plate-44410	B07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
897	a4779ac9-7f1f-4534-8243-65e8dc4de2ec	218614414090173875128019976298238436076	YGS-113	Plate-44410	C07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
898	b9030bcf-4954-4dff-bb4c-2b609526e560	245922995640214645416623391427556468064	YGS-114	Plate-44410	D07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
899	2aacfe5b-07cb-4bba-9bec-0219a04f7429	56725809826848737966356701131102450729	YGS-115	Plate-44410	E07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
900	a89803f3-0fdf-44f5-baca-d36627856fff	224099612518947653627548703045672333311	YGS-116	Plate-44410	F07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
901	a4cee509-fdfa-4529-8142-64c0f077a219	219067649925039342057229664860079890969	YGS-117	Plate-44410	G07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
902	3952defb-b110-428d-932d-0a1f177b93b2	76196286738139366211515194251186770866	YGS-118	Plate-44410	H07	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
903	9cf4c58e-29c0-4e05-b9f9-c1bedd177b13	208630494673941738129226294411656657683	YGS-119	Plate-44410	A08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
904	43605da2-31f6-4b54-aeb1-451aef594a06	89558635330526690825537860909827443206	YGS-120	Plate-44410	B08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
905	b2238a63-e927-4012-b02b-d32abf1f4cb5	236787120528034595158093291272928185525	YGS-121	Plate-44410	C08	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
